% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1484 +3.753190916e+00 +3.753190916e+00 -5.141568091e+02 -5.141568091e+02 -4.8286e-01 +1.2729e+00 +1.8513e-01 +1.0818e-01 +1.0867e-01 -7.0322e-01 -7.1783e-01 -1.7179e-01 -2.1959e-01 -8.8804e-02 -1.0804e-01 -9.8983e-02 +2.3880e-01 -1.9175e-01 -2.6640e-01 +2.8901e-01 -5.0716e-02 +9.9181e-01 +2.3898e-01 +4.4426e-01
1573 +3.663914520e+00 +3.663914520e+00 -5.142460855e+02 -5.142460855e+02 -4.8446e-01 +1.2651e+00 +1.8186e-01 +1.0694e-01 +1.1418e-01 -7.0390e-01 -7.2218e-01 -1.7287e-01 -2.1929e-01 -8.4949e-02 -1.1124e-01 -9.1450e-02 +2.3620e-01 -1.9822e-01 -2.6668e-01 +2.9186e-01 -4.6184e-02 +9.9409e-01 +2.4134e-01 +4.5136e-01
1702 +3.619445602e+00 +3.619445602e+00 -5.142905544e+02 -5.142905544e+02 -4.8069e-01 +1.2645e+00 +1.8255e-01 +1.0355e-01 +1.1113e-01 -7.0648e-01 -7.1846e-01 -1.7754e-01 -2.1604e-01 -9.0217e-02 -1.0699e-01 -9.2344e-02 +2.3879e-01 -1.9603e-01 -2.7847e-01 +2.8880e-01 -4.4523e-02 +9.9715e-01 +2.4478e-01 +4.5554e-01
1759 +3.538408816e+00 +3.538408816e+00 -5.143715912e+02 -5.143715912e+02 -4.8190e-01 +1.2645e+00 +1.8476e-01 +1.0386e-01 +1.1180e-01 -7.0607e-01 -7.1591e-01 -1.7340e-01 -2.1143e-01 -9.2827e-02 -1.0504e-01 -8.7915e-02 +2.3141e-01 -1.9323e-01 -2.7749e-01 +2.9005e-01 -4.3797e-02 +9.9627e-01 +2.4700e-01 +4.5602e-01
1813 +3.450756245e+00 +3.450756245e+00 -5.144592438e+02 -5.144592438e+02 -4.8049e-01 +1.2640e+00 +1.8688e-01 +1.0453e-01 +1.1193e-01 -7.0744e-01 -7.1720e-01 -1.7151e-01 -2.1048e-01 -9.2648e-02 -1.0482e-01 -9.0392e-02 +2.2932e-01 -1.9524e-01 -2.7910e-01 +2.8701e-01 -4.4563e-02 +9.9473e-01 +2.4544e-01 +4.5237e-01
2053 +3.363205782e+00 +3.363205782e+00 -5.145467942e+02 -5.145467942e+02 -4.8273e-01 +1.2651e+00 +1.8914e-01 +1.0277e-01 +1.1268e-01 -7.0474e-01 -7.1442e-01 -1.7404e-01 -2.1048e-01 -9.2391e-02 -1.0411e-01 -9.3391e-02 +2.2930e-01 -1.9850e-01 -2.7674e-01 +2.8616e-01 -4.5265e-02 +9.9436e-01 +2.4333e-01 +4.4997e-01
2501 +3.311124979e+00 +3.311124979e+00 -5.145988750e+02 -5.145988750e+02 -4.8328e-01 +1.2653e+00 +1.8646e-01 +1.0371e-01 +1.1192e-01 -7.0589e-01 -7.1447e-01 -1.7327e-01 -2.1159e-01 -9.1706e-02 -1.0460e-01 -9.3640e-02 +2.2971e-01 -1.9891e-01 -2.7545e-01 +2.8674e-01 -4.6347e-02 +9.9226e-01 +2.4438e-01 +4.5363e-01
2951 +3.234897716e+00 +3.234897716e+00 -5.146751023e+02 -5.146751023e+02 -4.8383e-01 +1.2655e+00 +1.8698e-01 +1.0394e-01 +1.1277e-01 -7.0596e-01 -7.1458e-01 -1.7320e-01 -2.1182e-01 -9.1973e-02 -1.0457e-01 -9.3604e-02 +2.2995e-01 -1.9911e-01 -2.7531e-01 +2.8691e-01 -4.6192e-02 +9.9224e-01 +2.4391e-01 +4.5426e-01
% function evaluation | noise-free fitness - Fopt (-5.721000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.082507635e+01 +8.082507635e+01 +2.361507635e+01 +2.361507635e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 +6.814090212e+01 +6.814090212e+01 +1.093090212e+01 +1.093090212e+01 -1.8623e-01 -7.8021e-02 +5.4463e-01 -1.7720e-01 -6.0054e-02 -4.2914e-02 -2.5280e-01 +3.4298e-03 -7.3150e-02 +2.7291e-01 -2.3645e-01 +2.5374e-01 +3.0146e-01 -9.1410e-02 +1.2000e-01 -1.5144e-01 +1.8479e-01 +3.0800e-02 -2.1291e-01 +9.7026e-02
6 +6.340285726e+01 +6.340285726e+01 +6.192857262e+00 +6.192857262e+00 +3.6722e-01 -6.5021e-02 -1.2115e-01 -1.1926e-02 -3.5339e-01 +1.2494e-01 +2.8121e-01 +1.5380e-02 -1.6343e-01 +1.6273e-01 -2.0893e-01 -1.5040e-01 +2.1523e-01 -2.1434e-01 +1.9719e-01 -1.1475e-01 +3.1727e-02 +1.6603e-01 -1.4623e-01 -3.5389e-01
8 +5.278371437e+01 +5.278371437e+01 -4.426285630e+00 -4.426285630e+00 +5.5628e-01 -4.5985e-01 +1.7985e-02 -8.0330e-02 +2.1540e-01 -1.1642e-01 +3.1844e-01 -1.6437e-01 +1.8032e-01 -2.2083e-01 -1.3866e-01 -2.6442e-01 +8.7059e-02 +1.8753e-01 -1.7657e-01 +3.3287e-01 +1.5009e-03 +2.0448e-01 -6.8104e-03 +6.2404e-02
16 +4.274757401e+01 +4.274757401e+01 -1.446242599e+01 -1.446242599e+01 +3.6572e-01 -5.5748e-01 -7.9116e-02 +1.4691e-01 -3.2955e-01 -3.9555e-01 +5.2049e-01 -4.0985e-02 -1.0316e-01 -2.7706e-01 -3.9133e-01 -4.0819e-01 +1.8676e-01 +3.1151e-01 +1.0643e-01 +8.2451e-02 -2.5247e-01 +2.8081e-01 -1.0171e-01 -2.8662e-01
21 +4.068499846e+01 +4.068499846e+01 -1.652500154e+01 -1.652500154e+01 +6.6545e-01 -3.7005e-01 -1.4068e-01 +1.5441e-01 +1.0919e-01 +1.1676e-01 +3.1469e-01 +1.3646e-01 +5.7072e-02 -1.9256e-01 -7.0208e-01 -1.7586e-01 -2.2414e-01 +6.1336e-01 -1.1251e-01 -3.3114e-01 +1.8765e-01 +3.1901e-01 +3.0754e-02 -6.6715e-01
28 +3.974631592e+01 +3.974631592e+01 -1.746368408e+01 -1.746368408e+01 +7.3180e-01 -4.0661e-01 -1.2184e-01 +3.7672e-02 -1.1909e-02 -1.0817e-01 +7.6236e-01 -3.3519e-01 +1.8469e-01 +3.1359e-01 -1.0081e+00 -2.3456e-01 +7.0382e-01 +2.8298e-01 +3.2036e-02 -2.3099e-01 +3.4900e-01 +3.3933e-01 -2.4250e-01 -8.6665e-01
33 +2.934878136e+01 +2.934878136e+01 -2.786121864e+01 -2.786121864e+01 +6.4953e-01 -4.3592e-01 -1.1891e-01 +3.6764e-01 -1.5871e-01 -1.9158e-01 +5.1130e-01 -1.3535e-01 +3.9114e-01 -1.5857e-01 -1.4999e-01 +1.1555e-02 +2.1616e-01 +5.8109e-01 -1.2034e-01 -2.3274e-01 +2.9272e-01 +4.1384e-01 -3.7753e-01 -7.5864e-01
46 +1.996250808e+01 +1.996250808e+01 -3.724749192e+01 -3.724749192e+01 +9.3841e-01 -1.1005e-01 -1.2945e-01 -1.2203e-01 -2.8048e-01 -1.4931e-01 +5.9353e-01 -5.9980e-01 +5.1600e-01 +2.5091e-01 +4.0669e-03 -2.8690e-01 +3.0834e-01 +6.5424e-01 -2.4450e-01 -6.2159e-01 +2.1661e-01 +3.3155e-01 +3.4741e-02 -8.3651e-01
137 +1.944755520e+01 +1.944755520e+01 -3.776244480e+01 -3.776244480e+01 +7.3904e-01 +4.8280e-01 -2.8754e-01 +3.4648e-01 -1.6891e-02 -6.4248e-01 +5.0100e-01 -4.6257e-01 +9.8185e-02 +7.7903e-01 -1.1091e+00 -9.7517e-01 +7.0297e-02 +3.8043e-01 -4.6336e-01 -3.3799e-01 -2.9656e-01 +7.1457e-01 -9.5874e-01 -9.6057e-01
380 +1.830068122e+01 +1.830068122e+01 -3.890931878e+01 -3.890931878e+01 +5.9513e-01 +5.7003e-01 -3.0146e-01 -5.6541e-03 +7.9328e-02 -9.6357e-01 +5.1869e-02 -9.7570e-01 +7.1945e-01 +5.6691e-01 +1.8057e-01 -3.6918e-01 -1.1206e-02 +6.6913e-01 -6.4140e-01 -7.2134e-01 +8.0654e-01 +4.0082e-01 -1.4950e+00 -1.6124e+00
386 +1.765145801e+01 +1.765145801e+01 -3.955854199e+01 -3.955854199e+01 +4.9265e-01 +7.0407e-01 -2.1813e-01 -1.8344e-01 +1.4091e-01 -8.4475e-01 +9.8792e-02 -1.1659e+00 +7.9972e-01 +6.1976e-01 +1.7022e-01 -5.7209e-01 +3.9017e-02 +4.8612e-01 -6.8852e-01 -6.6802e-01 +1.0508e+00 +5.0050e-01 -1.7407e+00 -1.5692e+00
393 +1.677111007e+01 +1.677111007e+01 -4.043888993e+01 -4.043888993e+01 +6.1472e-01 +7.7517e-01 -1.7774e-01 +1.4444e-01 +4.4891e-02 -1.0141e+00 +5.8406e-02 -8.7602e-01 +6.4045e-01 +6.2410e-01 +3.9858e-01 -5.2993e-01 +1.1646e-01 +6.8730e-01 -6.7409e-01 -4.6085e-01 +1.1328e+00 +3.1105e-01 -1.5766e+00 -1.5270e+00
400 +1.604931913e+01 +1.604931913e+01 -4.116068087e+01 -4.116068087e+01 +4.7120e-01 +6.4034e-01 -2.4759e-01 +2.0466e-01 -5.9637e-02 -1.0963e+00 +1.3262e-02 -9.0742e-01 +8.2657e-01 +6.3386e-01 +2.7943e-01 -4.1172e-01 +9.8934e-02 +5.7639e-01 -6.2422e-01 -5.6845e-01 +1.0914e+00 +2.9759e-01 -1.4621e+00 -1.6426e+00
403 +1.529247807e+01 +1.529247807e+01 -4.191752193e+01 -4.191752193e+01 +5.9136e-01 +7.8416e-01 -3.3919e-01 -1.1058e-01 +1.8121e-02 -9.0085e-01 +2.2737e-02 -1.0508e+00 +6.6259e-01 +6.4853e-01 +2.9964e-01 -5.7477e-01 +1.4295e-01 +6.8681e-01 -7.7773e-01 -6.2577e-01 +1.0817e+00 +3.7492e-01 -1.4379e+00 -1.6067e+00
409 +1.399221072e+01 +1.399221072e+01 -4.321778928e+01 -4.321778928e+01 +4.4336e-01 +7.4737e-01 -3.0025e-01 -1.8395e-02 -2.2940e-02 -1.0340e+00 +5.3199e-02 -1.0352e+00 +8.1333e-01 +6.4542e-01 +2.6336e-01 -5.2936e-01 +1.7689e-01 +6.1165e-01 -7.6209e-01 -5.6417e-01 +1.0128e+00 +3.6553e-01 -1.4994e+00 -1.5921e+00
422 +1.355853235e+01 +1.355853235e+01 -4.365146765e+01 -4.365146765e+01 +7.1065e-01 +7.9425e-01 -3.0783e-01 -2.5454e-02 +3.6170e-02 -1.0256e+00 -4.9541e-02 -9.5172e-01 +6.0098e-01 +6.8139e-01 +3.4775e-01 -6.1638e-01 +7.9102e-03 +5.5687e-01 -7.7001e-01 -5.4911e-01 +1.0639e+00 +4.2947e-01 -1.2926e+00 -1.5294e+00
427 +1.184891849e+01 +1.184891849e+01 -4.536108151e+01 -4.536108151e+01 +5.9940e-01 +7.2470e-01 -3.7334e-01 +2.5221e-01 +7.0028e-02 -1.1905e+00 -1.7969e-02 -1.0018e+00 +7.1798e-01 +7.0455e-01 +3.1649e-01 -6.7904e-01 +5.1099e-04 +6.5381e-01 -7.3846e-01 -5.8682e-01 +1.0316e+00 +3.0274e-01 -1.3547e+00 -1.5418e+00
545 +1.078072527e+01 +1.078072527e+01 -4.642927473e+01 -4.642927473e+01 +6.5903e-01 +8.0968e-01 -4.3058e-01 +4.1241e-02 +1.1730e-01 -9.3049e-01 -1.5764e-01 -7.3044e-01 +7.8355e-01 +6.4337e-01 +3.7208e-01 -5.3551e-01 -1.7304e-01 +3.3960e-01 -8.8797e-01 -6.8227e-01 +1.4555e+00 +1.1244e-01 -1.1543e+00 -1.7376e+00
710 +9.674125843e+00 +9.674125843e+00 -4.753587416e+01 -4.753587416e+01 +3.2058e-01 +9.7179e-01 -3.3240e-01 -2.8982e-02 +3.2276e-01 -1.0444e+00 -8.8634e-02 -8.5614e-01 +7.3795e-01 +4.2234e-01 +3.6997e-01 -7.3204e-01 -8.7170e-02 +4.0103e-01 -9.0769e-01 -3.2275e-01 +1.8370e+00 -1.0290e-01 -9.5223e-01 -1.7841e+00
758 +8.848783888e+00 +8.848783888e+00 -4.836121611e+01 -4.836121611e+01 +3.5188e-01 +1.0224e+00 -3.0030e-01 -7.2914e-02 +2.5824e-01 -1.0908e+00 +6.4317e-02 -9.9212e-01 +7.6191e-01 +5.0629e-01 +4.3154e-01 -5.8122e-01 -1.3523e-01 +4.6798e-01 -9.1663e-01 -4.8153e-01 +1.5139e+00 -1.9442e-01 -1.0419e+00 -1.9105e+00
760 +7.634989931e+00 +7.634989931e+00 -4.957501007e+01 -4.957501007e+01 +3.7809e-01 +1.0641e+00 -3.0681e-01 -9.6309e-02 +2.7118e-01 -1.1905e+00 +1.1124e-01 -9.3362e-01 +6.7423e-01 +4.9788e-01 +4.3963e-01 -6.9337e-01 -1.3281e-01 +3.8415e-01 -8.9604e-01 -4.1697e-01 +1.5813e+00 -2.0511e-01 -8.5564e-01 -1.9152e+00
834 +7.297201611e+00 +7.297201611e+00 -4.991279839e+01 -4.991279839e+01 +6.9735e-01 +1.0148e+00 -2.5112e-01 -1.7693e-01 +2.4820e-01 -9.8913e-01 -6.4154e-02 -8.3553e-01 +5.8216e-01 +4.9941e-01 +5.4610e-01 -7.7280e-01 -4.5586e-02 +6.0372e-01 -9.2504e-01 -5.4949e-01 +1.6990e+00 -1.1997e-01 -9.0149e-01 -1.6255e+00
932 +7.116170210e+00 +7.116170210e+00 -5.009382979e+01 -5.009382979e+01 +7.2869e-01 +1.0160e+00 -4.7385e-01 -1.8006e-01 +1.9092e-01 -9.7690e-01 +1.5382e-01 -9.0274e-01 +5.2252e-01 +4.9449e-01 +4.5616e-01 -6.9494e-01 -1.6176e-01 +5.5888e-01 -1.0194e+00 -7.3873e-01 +1.9137e+00 -3.8980e-01 -8.3676e-01 -1.3239e+00
1033 +6.011280970e+00 +6.011280970e+00 -5.119871903e+01 -5.119871903e+01 +5.9854e-01 +1.0478e+00 -3.6182e-01 -2.2146e-01 +5.5891e-02 -8.6792e-01 +2.3290e-01 -9.3170e-01 +4.8285e-01 +4.4457e-01 +4.3683e-01 -5.2947e-01 -1.3354e-01 +5.9243e-01 -1.0824e+00 -7.3935e-01 +1.8095e+00 -4.7200e-01 -8.3049e-01 -1.2479e+00
1655 +5.832173909e+00 +5.832173909e+00 -5.137782609e+01 -5.137782609e+01 +5.2768e-01 +8.3691e-01 -5.3678e-01 -6.0816e-02 +7.2458e-02 -1.1929e+00 +1.5660e-01 -8.4546e-01 +4.5200e-01 +4.5226e-01 +5.4388e-01 -4.8224e-01 +4.1815e-02 +6.0608e-01 -1.1321e+00 -5.5397e-01 +1.7729e+00 -4.2179e-01 -8.9666e-01 -1.4748e+00
1746 +5.737915862e+00 +5.737915862e+00 -5.147208414e+01 -5.147208414e+01 +5.2261e-01 +8.3615e-01 -5.4140e-01 -6.1180e-02 +6.8557e-02 -1.1698e+00 +1.5169e-01 -8.5344e-01 +4.7057e-01 +4.4785e-01 +5.4507e-01 -4.8341e-01 +3.8677e-02 +6.0945e-01 -1.1244e+00 -5.5119e-01 +1.7731e+00 -4.1361e-01 -9.0230e-01 -1.4660e+00
1888 +5.508231545e+00 +5.508231545e+00 -5.170176845e+01 -5.170176845e+01 +5.1063e-01 +8.0950e-01 -5.2516e-01 -5.6855e-02 +5.8560e-02 -1.1582e+00 +1.6428e-01 -8.3632e-01 +4.6694e-01 +4.5635e-01 +5.4440e-01 -4.9990e-01 +4.7230e-02 +5.8350e-01 -1.1355e+00 -5.3998e-01 +1.7531e+00 -4.3766e-01 -8.8026e-01 -1.4648e+00
1926 +5.440689811e+00 +5.440689811e+00 -5.176931019e+01 -5.176931019e+01 +5.3369e-01 +8.0624e-01 -5.2527e-01 -4.5048e-02 +4.9995e-02 -1.1537e+00 +1.6416e-01 -8.3108e-01 +4.7293e-01 +4.5620e-01 +5.3864e-01 -5.0487e-01 +3.7561e-02 +5.8345e-01 -1.1398e+00 -5.3729e-01 +1.7588e+00 -4.3554e-01 -8.7345e-01 -1.4592e+00
1939 +5.363596263e+00 +5.363596263e+00 -5.184640374e+01 -5.184640374e+01 +5.2068e-01 +8.0089e-01 -5.3112e-01 -4.9652e-02 +5.2966e-02 -1.1539e+00 +1.6638e-01 -8.3014e-01 +4.7914e-01 +4.5789e-01 +5.3707e-01 -5.0378e-01 +4.1118e-02 +5.8133e-01 -1.1363e+00 -5.3821e-01 +1.7595e+00 -4.3315e-01 -8.8614e-01 -1.4561e+00
2038 +5.167747751e+00 +5.167747751e+00 -5.204225225e+01 -5.204225225e+01 +5.2841e-01 +7.9423e-01 -5.3844e-01 -4.3284e-02 +4.9049e-02 -1.1526e+00 +1.6389e-01 -8.3263e-01 +4.7247e-01 +4.5946e-01 +5.3191e-01 -4.9730e-01 +4.7042e-02 +5.8832e-01 -1.1359e+00 -5.3648e-01 +1.7484e+00 -4.3815e-01 -8.8310e-01 -1.4465e+00
2081 +5.065084944e+00 +5.065084944e+00 -5.214491506e+01 -5.214491506e+01 +5.2891e-01 +7.9574e-01 -5.3920e-01 -3.9591e-02 +4.9698e-02 -1.1505e+00 +1.5979e-01 -8.3482e-01 +4.7205e-01 +4.6131e-01 +5.3132e-01 -4.9987e-01 +4.4814e-02 +5.9031e-01 -1.1347e+00 -5.2590e-01 +1.7493e+00 -4.3846e-01 -8.7323e-01 -1.4513e+00
2082 +5.011348734e+00 +5.011348734e+00 -5.219865127e+01 -5.219865127e+01 +5.3023e-01 +7.9459e-01 -5.3807e-01 -3.9465e-02 +4.9134e-02 -1.1489e+00 +1.6143e-01 -8.3341e-01 +4.7188e-01 +4.6199e-01 +5.3145e-01 -4.9963e-01 +4.3023e-02 +5.9041e-01 -1.1328e+00 -5.3054e-01 +1.7509e+00 -4.4024e-01 -8.7643e-01 -1.4492e+00
2380 +4.894170250e+00 +4.894170250e+00 -5.231582975e+01 -5.231582975e+01 +5.4141e-01 +7.9868e-01 -5.4191e-01 -3.8471e-02 +4.8925e-02 -1.1524e+00 +1.6023e-01 -8.3185e-01 +4.6985e-01 +4.6239e-01 +5.3384e-01 -5.0376e-01 +4.2855e-02 +5.8795e-01 -1.1351e+00 -5.3182e-01 +1.7547e+00 -4.4151e-01 -8.7187e-01 -1.4552e+00
2754 +4.783432256e+00 +4.783432256e+00 -5.242656774e+01 -5.242656774e+01 +5.4277e-01 +7.9929e-01 -5.4057e-01 -3.8407e-02 +4.8723e-02 -1.1524e+00 +1.5974e-01 -8.3230e-01 +4.6998e-01 +4.6238e-01 +5.3415e-01 -5.0405e-01 +4.3694e-02 +5.8781e-01 -1.1354e+00 -5.3184e-01 +1.7552e+00 -4.4084e-01 -8.7284e-01 -1.4557e+00
3347 +4.675393282e+00 +4.675393282e+00 -5.253460672e+01 -5.253460672e+01 +5.4263e-01 +7.9939e-01 -5.4022e-01 -3.8427e-02 +4.9290e-02 -1.1529e+00 +1.5968e-01 -8.3289e-01 +4.6994e-01 +4.6222e-01 +5.3420e-01 -5.0458e-01 +4.3666e-02 +5.8756e-01 -1.1348e+00 -5.3161e-01 +1.7555e+00 -4.4111e-01 -8.7314e-01 -1.4563e+00
% function evaluation | noise-free fitness - Fopt (-1.237300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.808958843e+01 +6.808958843e+01 -5.564041157e+01 -5.564041157e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +5.368200503e+01 +5.368200503e+01 -7.004799497e+01 -7.004799497e+01 +2.4732e-02 -1.5588e-01 -1.7584e-01 +1.8968e-03 -5.4115e-03 +7.7705e-02 -2.0122e-02 -1.4231e-01 -1.3743e-01 +3.4441e-01 -7.3904e-02 +3.5323e-02 -1.0683e-01 -2.6679e-01 -3.5167e-01 +7.4493e-02 -1.1966e-01 +9.1132e-02 +9.8786e-02 -3.8911e-01
20 +4.212564383e+01 +4.212564383e+01 -8.160435617e+01 -8.160435617e+01 +3.8881e-01 +9.1448e-02 -1.7783e-01 -1.8644e-01 -8.9105e-02 -4.6948e-02 +2.2926e-01 +3.5812e-01 +2.8322e-01 +3.3436e-01 -1.5915e-01 -2.0531e-01 +7.2715e-02 +1.2018e-01 -2.1057e-01 -8.9684e-02 +6.4274e-02 +1.7790e-01 -1.1564e-01 -3.4235e-01
27 +4.088976047e+01 +4.088976047e+01 -8.284023953e+01 -8.284023953e+01 +5.0844e-01 +1.0082e-01 -5.6656e-01 -7.8690e-02 -4.2399e-02 -7.0695e-02 -7.0004e-02 +8.1717e-02 +1.7655e-01 +1.2952e-01 -6.0774e-01 +1.5666e-01 -2.6626e-02 +1.6213e-01 -3.2326e-01 -4.5403e-02 +5.8932e-02 +1.7289e-01 +1.5525e-01 -1.5911e-01
39 +3.886590674e+01 +3.886590674e+01 -8.486409326e+01 -8.486409326e+01 +2.7063e-01 +2.5649e-01 +4.7463e-02 -4.9160e-01 +2.7682e-02 -6.8057e-02 -9.2480e-02 +3.6172e-01 +9.6829e-02 +3.3384e-01 -3.9005e-01 +1.6393e-02 -2.5625e-02 +4.7002e-01 -9.1927e-02 +7.3141e-03 +3.5571e-01 +3.8883e-01 +1.2357e-01 -2.3414e-01
125 +3.634409752e+01 +3.634409752e+01 -8.738590248e+01 -8.738590248e+01 +1.1849e-01 +9.8115e-02 -7.8591e-01 -2.7960e-01 +2.8633e-02 -1.6135e-01 +2.5053e-01 +1.2165e+00 -2.6569e-02 +7.0423e-01 -3.8345e-01 -7.4088e-02 -2.6623e-01 -2.3095e-01 +5.9780e-04 +2.4807e-01 +7.9853e-01 -7.1145e-02 +8.0624e-01 +2.3654e-01
143 +3.331858152e+01 +3.331858152e+01 -9.041141848e+01 -9.041141848e+01 +5.4797e-01 -6.7004e-02 -7.8098e-01 -3.4244e-01 -2.2910e-01 -1.0350e-01 +4.4826e-01 +8.4986e-01 +2.8970e-01 +4.2461e-01 -3.8215e-01 +1.3875e-01 -5.4023e-01 -5.0645e-01 -4.6688e-01 +3.4287e-01 +8.6883e-01 -1.2753e-01 +6.7755e-01 +2.5683e-01
144 +2.967244012e+01 +2.967244012e+01 -9.405755988e+01 -9.405755988e+01 +6.6627e-01 -2.3272e-02 -8.6489e-01 -3.5420e-01 +6.4950e-02 +5.2668e-02 +5.9791e-02 +1.3801e+00 -1.0356e-01 +5.9796e-01 -4.5942e-01 +1.4739e-01 -7.9967e-01 -5.8028e-01 -3.5288e-01 +1.8709e-01 +7.7708e-01 -4.9462e-01 +8.9539e-01 +1.7134e-01
145 +2.622165797e+01 +2.622165797e+01 -9.750834203e+01 -9.750834203e+01 +3.9710e-01 -1.7809e-01 -9.3196e-01 -4.8928e-01 -2.3846e-02 +1.3044e-01 -7.1856e-02 +1.0635e+00 +6.7055e-02 +3.3096e-01 -7.4424e-01 +5.8610e-03 -9.9958e-01 -1.4386e-01 +1.7554e-01 +2.5298e-01 +7.5526e-01 -2.5383e-01 +6.4502e-01 +1.4614e-01
157 +2.048704716e+01 +2.048704716e+01 -1.032429528e+02 -1.032429528e+02 +6.4810e-01 +2.3077e-01 -7.2846e-01 -4.0167e-01 +1.2038e-01 -3.7904e-02 +3.6994e-02 +1.2266e+00 -2.8125e-01 +6.5620e-01 -6.6093e-01 +1.9580e-01 -7.8256e-01 -5.6600e-01 -2.8332e-01 +4.8313e-01 +8.9513e-01 -4.4207e-01 +5.5584e-01 +3.2119e-01
224 +1.742139387e+01 +1.742139387e+01 -1.063086061e+02 -1.063086061e+02 +1.5158e+00 -1.1048e-01 -5.7111e-01 -4.9993e-01 +2.3518e-01 -3.9174e-01 -4.3955e-02 +5.6739e-01 -9.7553e-01 +5.3135e-01 -1.5532e+00 +5.6910e-01 -1.1407e+00 -5.8318e-01 +3.7575e-02 +4.3343e-01 +8.3862e-01 -1.2038e-01 +6.9200e-01 +1.1032e-01
263 +1.523142796e+01 +1.523142796e+01 -1.084985720e+02 -1.084985720e+02 +1.4968e+00 -5.9063e-01 -4.0350e-01 -2.5710e-01 +5.9965e-02 -1.9637e-01 -6.4407e-02 +4.3225e-01 -1.0507e+00 +9.1008e-01 -2.5005e+00 +4.0419e-01 -9.9235e-01 -2.9146e-01 -1.1855e-02 +3.5967e-01 +7.6928e-01 +4.3004e-02 +4.4579e-01 +3.2413e-03
320 +1.202204547e+01 +1.202204547e+01 -1.117079545e+02 -1.117079545e+02 +1.3801e+00 +5.6334e-01 -5.6746e-01 -2.4332e-01 +1.5758e-01 -4.5621e-01 -3.5905e-01 +3.3489e-01 -1.4963e+00 +6.3242e-01 -2.4376e+00 +9.1365e-02 -9.5292e-01 -1.5219e-01 +3.9169e-02 +2.9543e-01 +9.5809e-01 -5.7348e-02 +7.6904e-01 -4.9847e-02
340 +1.137200449e+01 +1.137200449e+01 -1.123579955e+02 -1.123579955e+02 +1.3597e+00 +7.2123e-01 -3.1648e-01 -5.1266e-02 +1.2882e-01 -3.6785e-01 -5.8090e-01 +4.8226e-01 -1.0011e+00 +7.2962e-01 -2.2294e+00 -8.6350e-03 -1.1997e+00 -3.7909e-01 +2.6795e-01 +3.8272e-01 +1.3194e+00 +9.9221e-02 +4.5527e-01 -1.8834e-01
429 +1.065602662e+01 +1.065602662e+01 -1.130739734e+02 -1.130739734e+02 +1.3587e+00 +6.0040e-02 -1.5293e-01 -2.4049e-02 +1.8494e-01 -1.3070e-01 -6.1600e-01 +2.9056e-01 -1.0227e+00 +7.8282e-01 -2.0896e+00 +8.1585e-02 -1.4444e+00 -6.4664e-01 +2.3427e-01 +5.5957e-01 +8.0246e-01 +4.1047e-02 +2.9169e-01 -5.4389e-01
443 +1.037256294e+01 +1.037256294e+01 -1.133574371e+02 -1.133574371e+02 +1.4381e+00 -2.4460e-01 -3.0294e-01 -1.2294e-01 +4.8801e-01 +1.5293e-01 -6.1756e-01 +5.6027e-02 -9.8166e-01 +7.4609e-01 -2.1046e+00 -1.6006e-01 -1.6487e+00 -4.5176e-01 +2.0662e-01 +6.7477e-01 +5.4905e-01 +1.5542e-01 +2.5026e-01 -5.6617e-01
582 +1.022667919e+01 +1.022667919e+01 -1.135033208e+02 -1.135033208e+02 +1.5549e+00 +5.0646e-01 +1.1764e-01 -1.3130e-01 +2.0657e-01 -1.1862e-02 -4.9938e-01 +1.4750e-01 -1.0125e+00 +4.6393e-01 -2.2142e+00 +3.5923e-01 -1.1747e+00 -6.4055e-01 -2.8665e-02 +5.2007e-01 +9.2518e-01 +6.8572e-02 +1.6181e-01 -3.5066e-01
735 +9.078038418e+00 +9.078038418e+00 -1.146519616e+02 -1.146519616e+02 +1.6999e+00 +6.1814e-01 -2.8527e-01 -2.2308e-01 +2.3410e-01 -1.0875e-01 -5.1789e-02 +4.9243e-01 -1.4312e+00 +5.6324e-01 -2.1513e+00 +4.0503e-01 -1.5599e+00 -2.5628e-01 -5.2721e-02 +5.5659e-01 +7.3145e-01 +1.2321e-01 +4.4753e-01 -6.0823e-01
